id;sku;title;price;compareAtPrice;inventoryQuantity;product_id;title.1;totalInventory;totalVariants;mediaCount;sku_2
gid://shopify/ProductVariant/46355498303783;BR06070T;P;12900.0;9500.0;5;gid://shopify/Product/8577769537831;Brinco We Love Sapphire De Ouro Branco 18K Com Ródio Negro E Diamante - P;5.0;1.0;4;BR06070T
gid://shopify/ProductVariant/46355498696999;BR06072T;G;18500.0;14500.0;5;gid://shopify/Product/8577769734439;Brinco We Love Sapphire De Ouro Branco 18K Com Ródio Negro E Safira - G;5.0;1.0;4;BR06072T
gid://shopify/ProductVariant/46355502530855;BR06074T;G;26500.0;21500.0;5;gid://shopify/Product/8577770094887;Brinco We Love Sapphire De Ouro Branco 18K Com Ródio Negro E Diamante - G;5.0;1.0;4;BR06074T
gid://shopify/ProductVariant/46355502760231;BR06055T;P;9900.0;8500.0;5;gid://shopify/Product/8577770324263;Brinco Ear Cuff We Love Sapphire - P | Ouro Rosa 18K E Safiras;5.0;1.0;3;BR06055T
gid://shopify/ProductVariant/46355502891303;BR06056T;G;10900.0;9500.0;5;gid://shopify/Product/8577770455335;Brinco Ear Cuff We Love Sapphire - G | Ouro Rosa 18K E Safiras;5.0;1.0;3;BR06056T
gid://shopify/ProductVariant/46355503087911;BR06057T;P;8500.0;7200.0;5;gid://shopify/Product/8577770651943;Brinco We Love Sapphire De Ouro Rosa 18K E Safira - P;5.0;1.0;4;BR06057T
gid://shopify/ProductVariant/46355503382823;BR06058T;G;16900.0;14500.0;5;gid://shopify/Product/8577770848551;Brinco We Love Sapphire De Ouro Rosa 18K E Safira - G;5.0;1.0;4;BR06058T
gid://shopify/ProductVariant/46355503513895;BR06059T;Default Title;18500.0;13800.0;5;gid://shopify/Product/8577770979623;Brinco Ear Cuff We Love Sapphire | Ouro Rosa 18K E Diamantes;5.0;1.0;3;BR06059T
gid://shopify/ProductVariant/46355505643815;BR06071T;G;26500.0;21500.0;5;gid://shopify/Product/8577771307303;Brinco We Love Sapphire De Ouro Rosa 18K E Diamante - G;5.0;1.0;4;BR06071T
gid://shopify/ProductVariant/46355505807655;PI01364;Default Title;6900.0;6000.0;5;gid://shopify/Product/8577771438375;Piercing We Love Sapphire De Ouro Amarelo 18K E Diamante;5.0;1.0;3;PI01364
gid://shopify/ProductVariant/46355505873191;PI01457;Default Title;8900.0;7600.0;5;gid://shopify/Product/8577771503911;Piercing We Love Sapphire De Ouro Branco 18K E Diamante;5.0;1.0;2;PI01457
gid://shopify/ProductVariant/46355508625703;BR05984T;G;1900.0;1900.0;5;gid://shopify/Product/8577773076775;Brinco Dois Elos Pop Chain - G | Prata Com Ródio Negro;5.0;1.0;3;BR05984T
gid://shopify/ProductVariant/46355513573671;PI01350;Default Title;770.0;1100.0;5;gid://shopify/Product/8577774453031;Pingente Pop Chain De Prata Com Ouro Amarelo;5.0;1.0;4;PI01350
